"CD19","CD64","CD303","CD34","CD141","CD61","CD123","CD66b","CD62L","ICAM-1","CD1c","CD86","CD14","CD11c","CD7","CD16","CD209","CD38","CD33","CD3","CD56","HLA-DR","CD274_PDL1","CD11b"
53.6193885803223,1.6843193769455,0,0.965502977371216,0.288086652755737,19.0204887390137,0,0,1.82846474647522,5.01740407943726,0.41051384806633,0.396522015333176,0,0.914252579212189,1.89170753955841,0,0.75922018289566,2.86309957504272,0,1.96585214138031,0,34.0590896606445,0.823263883590698,16.0372047424316
0,0.102661497890949,0,0,0,5.74392700195312,0,0,0.175331994891167,0.775002390146255,0,0,0,0,2.65891563892365,0,0,0,0,6.1259138584137,0,1.61913007497787,0,4.82124590873718
0,0.271253809332848,0,0,0,6.68296360969543,0,0,0.426311433315277,1.4855210185051,0,0,0,0,18.2969598770142,0,0,0.424154132604599,0,8.57164716720581,0,1.74812597036362,0,4.04693198204041
0,0.49057611823082,0,0,0,7.72970676422119,0,0,0.519770979881287,1.86133712530136,0,0,0,0.622975260019302,37.1072406768799,0,0,0.350306198000908,0,12.9995818138123,0,2.69878721237183,0.311957105994225,3.38461470603943
0,2.5020706653595,0,1.26609361171722,0.560486495494843,37.1896896362305,0,0,2.26471745967865,6.76441955566406,0,0.574022829532623,0,4.06154584884644,36.6851921081543,0,0.930318236351013,3.65701150894165,0,11.8483085632324,0,6.9366979598999,2.54442203044891,6.12715697288513
0,1.1893749833107,0,0.570248037576675,0,14.5339984893799,0,0,2.36639273166656,5.76438736915588,0,0.113280978053808,0,2.46028208732605,50.9121532440186,0,0,2.33165097236633,0,10.6434025764465,0.408802643418312,7.07592988014221,0.685451328754425,10.7012557983398
0,1.05643969774246,0,0.500593557953835,0,14.14532995224,0,0,1.52470088005066,4.07295942306519,0,0,0,1.26056832075119,70.6977844238281,0,0.169906623661518,1.1243708729744,0,14.462899684906,0,5.97938990592957,0.639890491962433,6.90689826011658
0,1.44040244817734,0,0.756599307060242,0.144875459372997,18.847149848938,0,0,1.90394794940948,7.12094306945801,0,0.14222713559866,0,10.9940710067749,96.7972068786621,14.5798683166504,0.829042494297028,16.4513931274414,0,3.86192512512207,13.2186980247498,10.5388956069946,1.22470772266388,44.768217086792
0,11.8170366287231,0,2.12152409553528,7.03738880157471,39.3029136657715,2.34919810295105,0,2.96796584129333,152.951812744141,0.920583665370941,16.8082504272461,16.3882617950439,255.986114501953,8.4948205947876,0.0830543413758278,0.799192011356354,19.8837623596191,45.9297027587891,2.78247499465942,0.160105630755424,150.740005493164,5.95005512237549,696.258117675781
0,9.23886299133301,0,1.26899814605713,5.97299957275391,27.1274890899658,2.92329978942871,0,1.58531713485718,100.018684387207,0.00853402446955442,9.35390663146973,6.76850414276123,139.752349853516,4.47858190536499,0.100855611264706,0.487746596336365,11.6613092422485,21.6021938323975,1.12808799743652,0.445385009050369,135.470916748047,5.65921401977539,576.80419921875
0,9.30068254470825,0,0.965996503829956,6.90225791931152,30.7096481323242,2.38019490242004,0,2.22462034225464,105.178329467773,0.528931379318237,7.57332873344421,9.36433696746826,125.67259979248,4.13240766525269,0,0.566504567861557,13.5308046340942,26.9405527114868,1.11830723285675,0.127423793077469,61.0238609313965,4.0294508934021,467.052337646484
0,6.85237216949463,0,0.56630077958107,3.61026239395142,21.3326082229614,2.51299393177032,0,1.46576708555222,62.5391845703125,0.0457359626889229,6.93660807609558,3.82455110549927,87.4899711608887,3.04955899715424,0,0.2832210958004,9.74346256256104,12.7692074775696,0.750826776027679,0.1657789722085,129.617706298828,3.53322637081146,400.625045776367
0,10.5335454940796,0,0.829626351594925,4.31552386283875,26.6145944595337,1.13068848848343,0,1.58792805671692,43.2658462524414,0,3.71943211555481,9.35531139373779,102.496551513672,3.16633641719818,0,0.299190431833267,16.1009612083435,28.2182903289795,1.11706221103668,0.111460391432047,37.993257522583,1.43230777978897,314.198150634766
0,9.58227825164795,0,0.864343404769897,5.0548882484436,26.1139297485352,2.42167019844055,0,1.10449230670929,60.5958251953125,0,2.73789095878601,7.20708417892456,53.0938758850098,1.94717788696289,0,0.444621741771698,9.46321487426758,11.0646018981934,0.878003001213074,0,43.2238998413086,1.55518126487732,274.110992431641
0,10.0133266448975,0,1.07187402248383,10.7843914031982,25.7018089294434,2.63641738891602,0,1.64235711097717,77.3163681030273,0,2.83177137374878,8.10593128204346,54.743522644043,1.31429982185364,0,0.229313001036644,10.6543807983398,10.990288734436,0.900395333766937,0,21.0074653625488,1.77533388137817,211.70588684082
0,12.0755257606506,0,1.25826108455658,6.22880601882935,31.7148141860962,1.2804611325264,0,1.94783973693848,43.2335948944092,0.179282613098621,3.64647173881531,7.79274940490723,68.0909690856934,2.64486062526703,0,0.968861401081085,20.0885992050171,13.6691517829895,1.67716777324677,0.0604326277971268,34.3959712982178,2.22139179706573,154.252304077148
0,11.3906669616699,0,0.982920229434967,8.35614490509033,25.1177787780762,2.41332674026489,0,1.78186094760895,58.3941497802734,0,3.02474188804626,5.97128677368164,42.8821105957031,1.87615025043488,0,0.607962608337402,12.017840385437,6.58211231231689,0.84147834777832,0,33.8297233581543,1.5847909450531,111.076095581055
0,5.84949350357056,0,0.654331982135773,1.53976202011108,23.626802444458,0,0,1.61792373657227,14.1435403823853,0,1.84856295585632,0.248934000730515,49.2263984680176,2.74028730392456,0,0.916428029537201,12.3817768096924,5.34964179992676,1.76150143146515,0.239987999200821,27.4516983032227,1.43225252628326,75.0353698730469
0,2.11766803264618,0,0.984642058610916,0.534459084272385,26.499153137207,0,0,2.6393826007843,7.90795540809631,0,0.474169492721558,0,8.27099323272705,55.3655014038086,71.2246246337891,0.755717188119888,28.7363500595093,0,1.85448849201202,15.9021453857422,11.2733058929443,1.69803124666214,30.0644512176514
0,2.07056450843811,0,0.578332513570786,0.0791807696223259,18.3889455795288,0,0,3.54806113243103,4.18283271789551,0,0,0,8.39875841140747,26.0863790512085,29.5551567077637,0,12.3101196289062,0,0.939525246620178,10.3826265335083,6.93579387664795,1.12073165178299,20.3976917266846
0,1.03939670324326,0,0.469332411885262,0,18.6556806564331,0,0,1.76341861486435,3.86162555217743,0,0,0,1.06373798847198,2.83989977836609,0,0.292678833007812,0.919097095727921,0,7.34241700172424,0,5.28494548797607,0.93060040473938,5.66810321807861
0,1.37371397018433,0,0.523626208305359,0.143534004688263,21.8028964996338,0,0,1.74187099933624,5.34605741500854,0,0.0578847005963326,0,1.69284105300903,21.6953239440918,0,0.21021656692028,2.31101679801941,0,12.0539541244507,0,6.49492883682251,1.42334699630737,6.16226577758789
0,0.567374020814896,0,0,0,8.99100494384766,0,0,0.546071976423264,2.1326425075531,0,0,0,0.288781493902206,5.8383412361145,0,0,0,0,21.8778839111328,0,3.61586678028107,0.305422008037567,5.22688436508179
0,0.732614636421204,0,0.0999819487333298,0,10.4237322807312,0,0,0.869670063257217,2.93000102043152,0,0,0,0.334031000733376,27.4440288543701,0,0.140608005225658,1.14662396907806,0,29.0496463775635,0,4.88036155700684,0.441128998994827,4.69356560707092
0,1.99026846885681,0,0.935950756072998,0.51371443271637,25.2041244506836,0,0,2.1344530582428,6.96498584747314,0,0.537850022315979,0,2.49385213851929,43.0130844116211,0,0.880750000476837,2.7617290019989,0,29.6872863769531,0.0599149875342846,10.9851455688477,2.18636918067932,5.51905202865601
0,0.744082987308502,0,0,0,8.56603145599365,0,0,0.971997976303101,2.26763892173767,0,0,0,0.700656294822693,52.2260322570801,0,0.205085828900337,0.937198281288147,0,32.7052574157715,0,4.38044452667236,0.419773489236832,3.41102910041809
0,1.77232879400253,0,0.628931999206543,0.0960179716348648,21.9371604919434,0,0,2.28501224517822,7.21841764450073,0,0.366381332278252,0,2.87056303024292,73.780101776123,0,0.653673261404037,1.93383747339249,0,38.4381618499756,0.173351995646954,10.8089056015015,1.61162406206131,5.48322033882141
0,1.37313216924667,0,0.508616149425507,0.0589269995689392,15.4075527191162,0,0,2.58963060379028,5.30546545982361,0,0.305580988526344,0,2.01247882843018,96.757007598877,0,0.355147033929825,1.18935191631317,0,25.8415174484253,0.0902456790208817,8.19959735870361,1.25159847736359,5.15726232528687
0,9.01999664306641,0,1.31561106443405,3.96676850318909,32.8108692169189,3.11840200424194,0,2.91361880302429,122.819564819336,0.928673148155212,23.3999214172363,2.29794204235077,176.895729064941,6.81846857070923,0.805609226226807,1.19455885887146,12.6794266700745,16.9243431091309,2.24835181236267,1.38929110765457,429.452423095703,17.3278350830078,708.683227539062
0,14.1633462905884,0.218566760420799,2.53402709960938,19.213773727417,50.1826705932617,7.08377027511597,0.412781715393066,3.44150161743164,289.926391601562,1.77025020122528,21.0836696624756,24.9683704376221,343.007537841797,13.6832008361816,0.28193587064743,1.07164895534515,25.1537094116211,63.480281829834,4.64295434951782,0.906904458999634,171.193420410156,11.0943622589111,563.069885253906
0,10.6927433013916,0,1.88045567274094,17.2394800186157,43.6084423065186,5.47302913665771,0.189427301287651,2.85822832584381,250.323822021484,0.720870733261108,11.7475094795227,13.5339322090149,182.960861206055,6.59052228927612,0,1.03184303641319,15.1443963050842,33.831750869751,2.50863552093506,0.692371249198914,94.8554725646973,7.94153928756714,421.416030883789
0,11.5394620895386,0,0.913523107767105,7.34186148643494,31.0749893188477,3.05180060863495,0,2.03292560577393,115.167778015137,0.598102033138275,7.05653762817383,13.2076354026794,153.366424560547,5.55493640899658,0,0.70029878616333,16.5565776824951,32.647970199585,2.0092248916626,0,50.1169719696045,4.1437041759491,366.381698608398
0,10.7679152488708,0,1.28015100955963,7.33327960968018,29.1235294342041,3.25998640060425,0,1.80344742536545,128.329978942871,0.440597116947174,5.58441495895386,9.17756986618042,90.9466018676758,3.07456123828888,0,0.135002829134464,12.2287969589233,24.8867492675781,0.99438151717186,0.14068628847599,54.7652740478516,2.97891843318939,300.750473022461
0,10.5445337295532,0,0.983105063438416,5.40216636657715,29.4906730651855,1.75156700611115,0,1.76456475257874,65.1305923461914,0.438330411911011,7.27796459197998,8.359938621521,108.469017028809,3.85368800163269,0,0.672421395778656,17.1435260772705,26.8182353973389,1.96264207363129,0.463075488805771,104.071929931641,2.7312867641449,281.905456542969
0,10.2833375930786,0,0.905753582715988,7.43714237213135,28.2612857818604,3.51812279224396,0,1.55224537849426,61.2702541351318,0.45360940694809,6.50504088401794,5.85071992874146,73.7322959899902,2.50180983543396,0,0.907594203948975,10.2164011001587,16.5064868927002,1.69695246219635,0.450327262282372,141.692420959473,3.15842425823212,198.049896240234
0,4.44046878814697,0,0.790745735168457,2.57986903190613,20.095157623291,2.24339008331299,0,1.43751096725464,22.1123809814453,0.407272011041641,3.74514603614807,0,46.3553886413574,1.63261079788208,0,0.732450425624847,7.03190565109253,4.69454908370972,0.764074683189392,0.319956004619598,112.518135070801,1.66220605373383,122.740287780762
0,4.64393401145935,0,0.744610011577606,1.09158319234848,19.1993799209595,0.0949221029877663,0,1.28437262773514,13.2662925720215,0,2.56457233428955,0,37.1607398986816,1.41100746393204,0,0.582026213407516,6.02245450019836,4.41550397872925,0.885562658309937,0,67.9048538208008,1.52800190448761,80.4833679199219
0,4.74112033843994,0,1.04618203639984,5.52465772628784,19.9416484832764,20.5013046264648,0,1.24343204498291,57.2160530090332,0,6.28606081008911,0.942102074623108,46.1239013671875,0.953624844551086,0.265060931444168,0.0597468949854374,6.50044059753418,3.45469522476196,0.584387719631195,0,31.9018535614014,2.32419443130493,51.4226760864258
0,2.02022576332092,0,0.702414572238922,0.490849122405052,16.5312013626099,0,0,1.74786019325256,6.77232027053833,0.0398837924003601,0.822351336479187,0,5.67919087409973,3.06199944019318,0,0.608115553855896,4.52330112457275,0.760277658700943,6.71532845497131,0.24045330286026,64.72607421875,1.70218348503113,28.8389196395874
0,2.5926433801651,0,1.60893547534943,0.870812237262726,34.3104419708252,0,0,3.08317255973816,9.86647176742554,0,0.590595006942749,0,16.1755685806274,41.3203716278076,11.9464364051819,1.76546192169189,14.9383730888367,0.039657024666667,3.50183570384979,11.6871619224548,13.6095271110535,2.83044981956482,26.6938343048096
0,3.1958943605423,0,1.3819774389267,0.502867519855499,35.1359100341797,0,0,2.01696592569351,6.93848586082458,0,0.37373249232769,0,1.84549701213837,4.94025111198425,0,0.680612981319427,1.68384552001953,0,5.4338071346283,0,4.35673475265503,1.26677876710892,5.6117627620697
0,1.66701209545135,0,0.919421344995499,0.262629166245461,27.8550138473511,0,0,1.96325618028641,5.21571803092957,0,0.315483406186104,0,2.42768371105194,4.71216654777527,0,0.668942302465439,2.49975109100342,0,21.028169631958,0,6.85601663589478,1.82243579626083,5.75180649757385
0,1.56030684709549,0,0.612240791320801,0.167558498680592,19.555947303772,0,0,1.70950037240982,6.71996688842773,0,0.0730692595243454,0,1.85391348600388,4.5433337688446,0,0.414877578616142,1.65970808267593,0,35.0087375640869,0,12.9767141342163,1.52038675546646,9.30790328979492
0,0.738408893346786,0,0.218256123363972,0,10.4507985115051,0,0,0.863802164793015,3.19546377658844,0,0,0,0.503867194056511,8.7653431892395,0,0.273562014102936,0.401020005345345,0,45.8967361450195,0,5.18611645698547,0.802134275436401,5.47541785240173
0,1.28848481178284,0,0.443115890026093,0,14.1427068710327,0,0,1.29604691267014,3.69602906703949,0,0.133444778621197,0,1.26071000099182,31.9179935455322,0,0.505765676498413,1.46723753213882,0,54.5341777801514,0,6.98537492752075,0.981157273054123,4.69407081604004
0,2.67212104797363,0,0.713316261768341,0.588603019714355,20.3625926971436,0,0,2.56934475898743,11.1244821548462,0,1.04570496082306,0,6.82958793640137,35.5123634338379,0.0701330006122589,0.731386005878448,4.80314922332764,0.138996005058289,49.1960906982422,0.552335202693939,27.7682094573975,2.02411794662476,20.3625831604004
0,1.82144570350647,0,0.575067222118378,0.381984800100327,20.8640804290771,0,0,1.85255897045135,6.56091165542603,0,0.292097002267838,0,3.19477772712708,56.4702110290527,0,0.511780023574829,3.11825084686279,0,56.974681854248,0.256856799125671,12.1196432113647,1.47490394115448,5.17478275299072
0,1.26128649711609,0,0.564655482769012,0,15.6553373336792,0,0,1.91649931669235,5.00335693359375,0,0.41721285879612,0,2.35682797431946,88.275463104248,0,0.444710463285446,2.28479826450348,0,64.0956115722656,0.14869636297226,9.11094188690186,1.10650873184204,4.19453263282776
0,8.98165130615234,0,1.04943645000458,4.842369556427,29.1611270904541,5.66518974304199,0,2.47920179367065,104.383224487305,0.765672028064728,16.5662784576416,2.92026615142822,150.577362060547,5.00473117828369,0.282459735870361,1.10403728485107,12.9052076339722,15.6879863739014,1.5875871181488,1.25555455684662,309.983825683594,14.4808979034424,523.478149414062
0,14.4162282943726,0,2.08747386932373,9.13047504425049,41.0093727111816,2.16471934318542,0,2.95933508872986,129.196563720703,1.41650319099426,13.2868490219116,18.8421306610107,266.016204833984,10.419379234314,0.181312993168831,0.897546231746674,28.1207180023193,55.3562812805176,3.04035806655884,0.282572478055954,107.873764038086,5.35076522827148,478.201843261719
0,11.518566608429,0,1.44543963670731,9.32604217529297,38.0237789154053,6.38978743553162,0,2.70366251468658,146.31005859375,0.604831993579865,12.6908268928528,8.98756742477417,166.523612976074,6.52702260017395,0.0209638178348541,0.501593142747879,16.0562944412231,29.7896289825439,2.24270808696747,0.757738351821899,179.556678771973,6.45582675933838,403.389801025391
0,15.9866542816162,0.427427560091019,3.59316515922546,189.017562866211,52.0099716186523,2.5817244052887,0.671519637107849,4.09387683868408,178.832656860352,1.71498215198517,14.8985147476196,18.6823234558105,175.322738647461,7.56827974319458,1.22462201118469,1.56984734535217,19.2205848693848,29.5207767486572,2.02456402778625,0.491425722837448,59.2978744506836,3.29927611351013,308.572601318359
0,14.9900102615356,0,1.73024153709412,28.4065227508545,34.5293197631836,3.70124101638794,0,2.46919870376587,110.17008972168,0.629513263702393,5.27907371520996,17.7393379211426,131.972137451172,4.63840913772583,0.366436064243317,0.856995463371277,24.1927146911621,23.3305225372314,2.07699704170227,0.324111014604568,40.0005035400391,2.71961164474487,242.981033325195
0,12.0760669708252,0,1.42203426361084,4.50549221038818,26.5828075408936,1.46101152896881,0,2.01804137229919,46.0134429931641,0.0298590008169413,5.59037446975708,9.84625911712646,107.981941223145,3.88696599006653,0,0.624387383460999,19.2664794921875,27.549955368042,2.15511083602905,0.314717561006546,59.5154266357422,1.92050004005432,209.509033203125
0,12.6259613037109,0,1.49681985378265,4.91971397399902,31.2559204101562,1.00032663345337,0,2.10440731048584,30.0208892822266,0.87405788898468,6.3449592590332,3.44355297088623,133.204025268555,7.74898481369019,0.293379992246628,1.35165405273438,34.6179351806641,27.931266784668,3.93836808204651,0.640333235263824,100.024337768555,3.28916549682617,118.279983520508
0,6.42259168624878,0,0.994063079357147,3.24654245376587,23.8938083648682,1.80263638496399,0,1.98520815372467,20.7048950195312,0.976755976676941,5.85696935653687,0.134509786963463,84.561393737793,3.69526290893555,0.0704315677285194,1.23739516735077,12.4136619567871,9.41580867767334,1.77239644527435,0.452613323926926,139.954345703125,2.58264255523682,63.7588348388672
0,6.32281017303467,0,0.953007757663727,2.77841424942017,25.4403285980225,0.46278190612793,0,1.97706401348114,19.4882583618164,1.12587857246399,6.48726606369019,0.374974995851517,121.973770141602,6.16333484649658,0.487373620271683,1.94451498985291,15.4663133621216,9.48356056213379,3.19901204109192,0.627447962760925,66.3551635742188,2.78395128250122,61.440315246582
0,3.9059225320816,0,0.685956478118896,1.67846602201462,23.8180303573608,0.200033068656921,0,1.60868829488754,10.3841576576233,0.64809250831604,1.99601870775223,0,63.8574123382568,6.93729329109192,0.164194025099277,0.984412521123886,5.40000224113464,1.85091203451157,5.74026036262512,0.196444399654865,31.0575313568115,2.29777705669403,23.8923063278198
0.0643982663750648,7.43572378158569,0,3.01408100128174,2.71928405761719,59.9847297668457,0.360445946455002,0,4.40622663497925,15.885009765625,0.674557983875275,1.78333604335785,0.699419975280762,18.0231666564941,10.52219581604,0.941139996051788,2.39774990081787,8.9258918762207,1.39125955104828,5.36282062530518,1.26820504665375,19.325813293457,4.48542594909668,48.3867835998535
0,3.46684968471527,0,2.2190979719162,1.68416398763657,40.3006458282471,0.505639627575874,0,2.95597505569458,10.7251677513123,0.342614471912384,1.82098162174225,0,10.9541254043579,5.47720336914062,0.266210213303566,1.73877990245819,17.1152410507202,1.02975296974182,9.02003622055054,0.532832741737366,28.3427391052246,6.12268662452698,13.8938474655151
0,8.66773700714111,0,1.95142138004303,1.51374399662018,41.1416854858398,0.324274986982346,0,5.79676198959351,25.6275272369385,0.419159293174744,1.34064948558807,0,4.85182189941406,6.13566780090332,0,1.45470762252808,1.61072528362274,0.0830430015921593,11.0083599090576,0,9.62983512878418,0.848485291004181,6.82543087005615
0,2.75082492828369,0,1.44845497608185,0.881582021713257,34.9472045898438,0,0,2.57685351371765,8.81556510925293,0,0.96161949634552,0,4.86293983459473,23.1012058258057,0,1.13561701774597,3.9492039680481,0.0167440008372068,27.7569446563721,0.0981499999761581,11.6279964447021,3.20146918296814,8.21174144744873
0,1.38553738594055,0,0.57320511341095,0,15.2771043777466,0,0,1.46535658836365,5.57515716552734,0,0.535815000534058,0,2.95607089996338,5.4138011932373,0,0.145285308361053,2.24334907531738,0,19.1599159240723,0,31.9288597106934,1.29827272891998,10.7960681915283
0,2.57086002826691,0,1.12316030263901,0.463239252567291,31.346996307373,0,0,2.55356025695801,9.996178150177,0,0.542598128318787,0,3.8844051361084,10.9204988479614,0,1.07013487815857,3.54353213310242,0.13662875443697,55.482551574707,0.299069583415985,18.225926399231,3.41202747821808,7.15468096733093
0,1.76619398593903,0,0.61005300283432,0.33899199962616,18.280065536499,0,0,1.91386497020721,6.91373682022095,0,0.240511700510979,0,2.24396967887878,12.0670471191406,0,0.894966006278992,2.53585910797119,0,77.029899597168,0.313754737377167,13.8243970870972,2.13532495498657,6.14678382873535
0,1.66905403137207,0,0.676158010959625,0.0379210002720356,18.402494430542,0,0,1.53511500358582,6.43856811523438,0,0.364030987024307,0,2.07008290290833,47.2796173095703,0,0.997282981872559,4.1527214050293,0,93.1455078125,0.160516962409019,12.4828653335571,1.85958015918732,5.38282012939453
0,1.55075705051422,0,0.604134023189545,0.192878425121307,18.8959522247314,0,0,30.6648368835449,5.48329067230225,0,0.318225800991058,0,1.42565608024597,49.3136215209961,0,0.671556890010834,1.9908195734024,0,43.2013740539551,0,9.24386596679688,1.0126097202301,5.43649578094482
0,1.62198555469513,0,0.41448500752449,0.243511006236076,17.1856460571289,0,0,61.517650604248,4.13959693908691,0,0.0155481677502394,0,1.83592998981476,61.7152633666992,0,0.306636929512024,1.06829285621643,0,24.8732986450195,0,9.02644538879395,0.770915627479553,5.32729816436768
0,12.962938785553,0,2.12818384170532,7.74033164978027,39.9387588500977,5.13691735267639,0,2.72910869121552,147.610458374023,1.08220654726028,20.4416074752808,15.0505394935608,300.282165527344,12.3231639862061,0.587717533111572,0.958600103855133,27.7419767379761,44.1970481872559,4.01866614818573,1.0563457608223,304.202972412109,9.51047325134277,393.772598266602
0,11.4327759742737,0,1.53810608386993,6.14010453224182,29.0519580841064,4.51417398452759,0,1.89919167757034,82.9889907836914,0.628665238618851,9.19226217269897,6.52947807312012,124.426071166992,4.64121413230896,0,0.566556483507156,16.2876815795898,19.9008445739746,1.42362695932388,0.910183608531952,247.514183044434,4.86261200904846,341.348052978516
0,11.8468689918518,0,1.6320493221283,9.38487911224365,34.6165065765381,3.91834151744843,0,2.27278184890747,134.983207702637,0.852619022130966,10.2918190956116,12.3801045417786,124.448364257812,4.3611261844635,0,0.790937513113022,17.5230417251587,31.1131286621094,1.91404449939728,0.458067178726196,143.12296295166,5.14265847206116,306.405258178711
0,15.3250246047974,0.0160665810108185,1.96620309352875,19.0744037628174,46.7492446899414,5.31977128982544,0.106868710368872,2.16944313049316,203.230331420898,1.17088878154755,8.1476993560791,19.6727523803711,185.735534667969,7.85538959503174,0.308929309248924,0.804986387491226,20.9454345703125,36.6208019256592,3.05859339237213,0.634962439537048,86.1460723876953,5.77092933654785,247.636360168457
0,17.309193611145,0,2.58351790904999,60.519079208374,45.8505992889404,5.56430196762085,0.0249649863690138,3.51043474674225,234.463851928711,1.12633007764816,8.75377988815308,15.1099352836609,108.742076873779,3.64106976985931,0.838400185108185,1.03420478105545,13.6054701805115,16.6960144042969,2.23798298835754,0.623649001121521,74.9197311401367,4.67603302001953,175.700569152832
0,13.6446599960327,0,1.11625647544861,13.4252228736877,30.7905778884888,5.75475072860718,0,2.09971690177917,127.019950866699,0.597987622022629,5.74895095825195,11.9575295448303,83.8746757507324,3.20444333553314,0,0.783371388912201,16.3830451965332,15.7592725753784,1.54149258136749,0.0627024713903666,49.6047191619873,3.51395106315613,147.614555358887
0,13.1838321685791,0,1.12244009971619,96.9531402587891,34.1355857849121,3.63639211654663,0.0952560305595398,2.03909993171692,84.0268096923828,0.35181799530983,4.93017101287842,7.69112682342529,57.2333106994629,2.33763384819031,0.723851978778839,1.05229997634888,18.2238273620605,11.1511650085449,1.29420840740204,0.726754009723663,35.3878784179688,2.19884562492371,96.8531265258789
0,13.3364396095276,0.798213571310043,4.01242804527283,5.2877504825592,82.4671401977539,1.50231236219406,0,6.84747314453125,31.2554702758789,3.31458151340485,8.03777241706848,1.63201570510864,76.5755157470703,23.0975246429443,0.91206881403923,5.4482250213623,23.6535730361938,8.00810670852661,21.0105466842651,1.91423869132996,106.921550750732,6.32989645004272,36.7727241516113
27.1003789901733,11.33167552948,1.14541554450989,5.74307465553284,4.40136313438416,86.0403251647949,0.997535824775696,0,8.79352998733521,32.7043571472168,3.50685393810272,4.60299038887024,1.21036070585251,18.5710897445679,15.0789127349854,1.20295172929764,5.47582912445068,9.22690677642822,1.26926249265671,13.8625497817993,1.13442039489746,94.1931648254395,4.5556046962738,12.1191682815552
0,9.70548820495605,0.779413998126984,4.08081436157227,3.67687177658081,72.181999206543,0.758538007736206,0,7.18930912017822,23.9951686859131,2.06341528892517,4.66056060791016,0.740468978881836,51.0165596008301,20.4124908447266,1.18151366710663,3.99630308151245,13.2721405029297,3.61909556388855,22.1957168579102,1.04910898208618,33.8822975158691,4.3001537322998,27.6336097717285
